"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
65,pub.1132039077,10.1007/978-3-030-30018-0_2346,,,Midden Cultivation,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7130-7134,Closed,Chapter,"Guttmann-Bond, Erika","Guttmann-Bond, Erika (Department of Archaeology, History and Anthropology, University of Wales, Trinity Saint David, Lampeter, Carmarthenshire, UK)","Guttmann-Bond, Erika (University of Wales)","Guttmann-Bond, Erika (University of Wales)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039077,,
65,pub.1132038993,10.1007/978-3-030-30018-0_2577,,,"Moche, Geography and Culture of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7273-7294,Closed,Chapter,"Muro Ynoñán, Luis Armando","Muro Ynoñán, Luis Armando (Lima, Peru; Department of Anthropology, Stanford University, Stanford, CA, USA)","Muro Ynoñán, Luis Armando (Lima, Peru; Stanford University)","Muro Ynoñán, Luis Armando (Lima, Peru; Stanford University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038993,,
65,pub.1132038931,10.1007/978-3-030-30018-0_1395,,,Missionization and Mission Archaeology in New Zealand and Australia,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7237-7253,Closed,Chapter,"Middleton, Angela","Middleton, Angela (Department of Anthropology and Archaeology, University of Otago, Dunedin, Otago, New Zealand)","Middleton, Angela (University of Otago)","Middleton, Angela (University of Otago)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038931,,
65,pub.1132037950,10.1007/978-3-030-30018-0_993,,,"Monte Verde, Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7382-7383,Closed,Chapter,"Dillehay, Tom D.","Dillehay, Tom D. (Department of Anthropology, Vanderbilt University, Nashville, TN, USA)","Dillehay, Tom D. (Vanderbilt University)","Dillehay, Tom D. (Vanderbilt University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037950,,
65,pub.1132037943,10.1007/978-3-030-30018-0_604,,,Maritime Historic Site Management for the Public,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6757-6773,Closed,Chapter,"Scott-Ireton, Della A.","Scott-Ireton, Della A. (Florida Public Archaeology Network, University of West Florida, Pensacola, FL, USA)","Scott-Ireton, Della A. (University of West Florida)","Scott-Ireton, Della A. (University of West Florida)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037943,,
65,pub.1132037815,10.1007/978-3-030-30018-0_1699,,,"Masson, Vadim M.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6811-6812,Closed,Chapter,"Ionesov, Vladimir I.","Ionesov, Vladimir I. (Department of Theory and History of Culture, Samara State Academy of Culture and Arts, Samara, Russia)","Ionesov, Vladimir I. (Samara State Institute of Culture)","Ionesov, Vladimir I. (Samara State Institute of Culture)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037815,,
65,pub.1132037605,10.1007/978-3-030-30018-0_2181,,,Millets: Origins and Development,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7219-7222,Closed,Chapter,"Fuller, Dorian Q.","Fuller, Dorian Q. (Institute of Archaeology, University College London, London, UK)","Fuller, Dorian Q. (University College London)","Fuller, Dorian Q. (University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037605,,
65,pub.1132037565,10.1007/978-3-030-30018-0_293,,,Multivocality and Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7479-7484,Closed,Chapter,"McDavid, Carol","McDavid, Carol (Community Archaeology Research Institute, Inc, Houston, TX, USA; Rice University, Houston, TX, USA)","McDavid, Carol (Community Archaeology Research Institute, Inc, Houston, TX, USA; Rice University)","McDavid, Carol (Community Archaeology Research Institute, Inc, Houston, TX, USA; Rice University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037565,,
65,pub.1132037466,10.1007/978-3-030-30018-0_1628,,,“Motif” in the Archaeology of Art,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7418-7420,Closed,Chapter,"Gordillo, Inés","Gordillo, Inés (Institute of Archaeology, Faculty of Arts, University of Buenos Aires, Buenos Aires, Argentina)","Gordillo, Inés (University of Buenos Aires)","Gordillo, Inés (University of Buenos Aires)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037466,,
65,pub.1132035596,10.1007/978-3-030-30018-0_1658,,,Mesa Verde,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6996-7000,Closed,Chapter,"Steeves, Paulette F.","Steeves, Paulette F. (Department of History and Philosophy, Algoma University, Sault St Marie, ON, Canada; Mount Allison University, Sackville, NB, Canada)","Steeves, Paulette F. (Algoma University; Mount Allison University)","Steeves, Paulette F. (Algoma University; Mount Allison University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035596,,
65,pub.1132035391,10.1007/978-3-030-30018-0_267,,,Multicultural Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7463-7471,Closed,Chapter,"Gnecco, Cristóbal","Gnecco, Cristóbal (Department of Anthropology, Universidad del Cauca, Popayán, Cauca, Colombia)","Gnecco, Cristóbal (University of Cauca)","Gnecco, Cristóbal (University of Cauca)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035391,,
65,pub.1132034857,10.1007/978-3-030-30018-0_1815,,,"Muckelroy, Keith (Extreme Environments)",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7457-7459,Closed,Chapter,"Harpster, Matthew","Harpster, Matthew (Department of Archaeology and the History of Art, Koç University, Istanbul, Turkey; Institute of Nautical Archaeology, College Station, TX, USA)","Harpster, Matthew (Koç University; Institute of Nautical Archaeology)","Harpster, Matthew (Koç University; Institute of Nautical Archaeology)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034857,,
65,pub.1132034729,10.1007/978-3-030-30018-0_2442,,,"Molodin, Vyacheslav I.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7340-7341,Closed,Chapter,"Shunkov, Mikhail V.","Shunkov, Mikhail V. (Institute of Archaeology and Ethnography, Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russia)","Shunkov, Mikhail V. (Institute of Archaeology and Ethnography)","Shunkov, Mikhail V. (Institute of Archaeology and Ethnography)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034729,,
65,pub.1132034714,10.1007/978-3-030-30018-0_629,,,"Martin, Colin",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6791-6793,Closed,Chapter,"Martin, Paula","Martin, Paula (Cupar/Fife, Scotland, UK)","Martin, Paula (Cupar/Fife, Scotland, UK)","Martin, Paula (Cupar/Fife, Scotland, UK)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034714,,
65,pub.1132034587,10.1007/978-3-030-30018-0_2245,,,Maastricht-Belvédère: Interpretation of a Technological Paleo-surface,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6635-6648,Closed,Chapter,"De Loecker, Dimitri","De Loecker, Dimitri (Faculty of Archaeology, Leiden University, Leiden, The Netherlands)","De Loecker, Dimitri (Leiden University)","De Loecker, Dimitri (Leiden University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034587,,
65,pub.1132034357,10.1007/978-3-030-30018-0_2581,,,"Manteño, Geography and Culture of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6711-6732,Closed,Chapter,"Lunniss, Richard","Lunniss, Richard (Instituto de Investigación, Universidad Técnica de Manabí, Portoviejo, Manabí, Ecuador)","Lunniss, Richard (Universidad Técnica de Manabí)","Lunniss, Richard (Universidad Técnica de Manabí)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1132034357,,
65,pub.1132034086,10.1007/978-3-030-30018-0_2155,,,"McCarthy, Frederick D.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6906-6909,Closed,Chapter,"Adams, Shaun Joseph","Adams, Shaun Joseph (Australian Research Centre for Human Evolution, Griffith University, Nathan, Queensland, Australia; Quandamooka Yooloburabee Aboriginal Corporation, Stradbroke Island, Queensland, Australia)","Adams, Shaun Joseph (Griffith University; Quandamooka Yooloburabee Aboriginal Corporation, Stradbroke Island, Queensland, Australia)","Adams, Shaun Joseph (Griffith University; Quandamooka Yooloburabee Aboriginal Corporation, Stradbroke Island, Queensland, Australia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034086,,
65,pub.1132040060,10.1007/978-3-030-30018-0_871,,,Multiple Microfossil Extraction in Environmental Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7471-7479,Closed,Chapter,"Korstanje, M. Alejandra","Korstanje, M. Alejandra (Instituto de Arqueología y Museo-FCNeIML, Universidad Nacional de Tucumán Instituto Superior de Estudios Sociales – CONICET/UNT, Tucumán, Argentina)","Korstanje, M. Alejandra (National University of Tucumán)","Korstanje, M. Alejandra (National University of Tucumán)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132040060,,
65,pub.1132039542,10.1007/978-3-030-30018-0_1902,,,"Middle East, Central Asia, and the Indian Subcontinent: Lower Paleolithic",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7152-7167,Closed,Chapter,"Shipton, Ceri; Petraglia, Michael","Shipton, Ceri (School of Social Science, University of Queensland, Brisbane, QLD, Australia); Petraglia, Michael (School of Archaeology, Research Laboratory for Archaeology and the History of Art, University of Oxford, Oxford, UK)","Shipton, Ceri (University of Queensland)","Shipton, Ceri (University of Queensland); Petraglia, Michael (University of Oxford)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039542,,
65,pub.1132038822,10.1007/978-3-030-30018-0_2460,,,"Mizoguchi, Koji",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7253-7254,Closed,Chapter,"Matsuda, Akira","Matsuda, Akira (School of Art History and World Art Studies, University of East Anglia, Norwich, UK)","Matsuda, Akira (University of East Anglia)","Matsuda, Akira (University of East Anglia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038822,,
65,pub.1132037138,10.1007/978-3-030-30018-0_1774,,,Medieval Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6944-6945,Closed,Chapter,"Foster, Sally M.; Semple, Sarah J.","Foster, Sally M. (Department of Archaeology, School of Geosciences, University of Aberdeen, Aberdeen, UK); Semple, Sarah J. (Department of Archaeology, Durham University, Durham, UK)","Semple, Sarah J. (Durham University)","Foster, Sally M. (University of Aberdeen); Semple, Sarah J. (Durham University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037138,,
65,pub.1132036637,10.1007/978-3-030-30018-0_1656,,,Meadowcroft: Geography and Culture,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6916-6938,Closed,Chapter,"Adovasio, J. M.","Adovasio, J. M. (Harbor Branch Oceanographic Institute, Florida Atlantic University, Fort Pierce, FL, USA; Senator John Heinz History Center, Pittsburgh, PA, USA)","Adovasio, J. M. (Harbor Branch Oceanographic Institute; Historical Society of Western Pennsylvania)","Adovasio, J. M. (Harbor Branch Oceanographic Institute; Historical Society of Western Pennsylvania)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036637,,
65,pub.1132036550,10.1007/978-3-030-30018-0_1208,,,Marketing Heritage,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6782-6790,Closed,Chapter,"Baram, Uzi","Baram, Uzi (Division of Social Sciences, New College of Florida, Sarasota, FL, USA)","Baram, Uzi (New College of Florida)","Baram, Uzi (New College of Florida)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036550,,
65,pub.1132036491,10.1007/978-3-030-30018-0_95,,,Mosaics: Conservation and Preservation,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7407-7414,Closed,Chapter,"Stewart, John","Stewart, John (English Heritage, London, UK)","Stewart, John (English Heritage)","Stewart, John (English Heritage)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036491,,
65,pub.1132036401,10.1007/978-3-030-30018-0_731,,,"Movius, Jr., Hallam L.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7455-7457,Closed,Chapter,"Smith, Philip E. L.","Smith, Philip E. L. (Montreal, QC, Canada)","Smith, Philip E. L. (Montreal, QC, Canada)","Smith, Philip E. L. (Montreal, QC, Canada)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036401,,
65,pub.1132036281,10.1007/978-3-030-30018-0_1396,,,Mission Archaeology in North America,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7231-7237,Closed,Chapter,"Panich, Lee M.","Panich, Lee M. (Department of Anthropology, Santa Clara University, Santa Clara, CA, USA)","Panich, Lee M. (Santa Clara University)","Panich, Lee M. (Santa Clara University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036281,,
65,pub.1132035548,10.1007/978-3-030-30018-0_1671,,,Mesoamerica: Complex Society Development,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7032-7036,Closed,Chapter,"Fowler, William R.","Fowler, William R. (Department of Anthropology, Vanderbilt University, Nashville, TN, USA)","Fowler, William R. (Vanderbilt University)","Fowler, William R. (Vanderbilt University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035548,,
65,pub.1132035273,10.1007/978-3-030-30018-0_3127,,,Mainland Southeast Asia: Rock Art,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6663-6670,Closed,Chapter,"Tan, Noel Hidalgo; Hoerman, Rachel","Tan, Noel Hidalgo (SEAMEO Regional Centre for Archaeology and Fine Arts (SPAFA), Bangkok, Thailand); Hoerman, Rachel (Kailua, HI, USA)","Tan, Noel Hidalgo (Southeast Asian Ministers of Education Organization); Hoerman, Rachel (Kailua, HI, USA)","Tan, Noel Hidalgo (Southeast Asian Ministers of Education Organization); Hoerman, Rachel (Kailua, HI, USA)",2,1,,,,https://app.dimensions.ai/details/publication/pub.1132035273,,
65,pub.1132035062,10.1007/978-3-030-30018-0_3196,,,Maya Forest Garden,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6866-6876,Closed,Chapter,"Ford, Anabel","Ford, Anabel (MesoAmerican Research Center, University of California Santa Barbara and Exploring Solutions Past: The Maya Forest Alliance, Santa Barbara, CA, USA)","Ford, Anabel (University of California, Santa Barbara)","Ford, Anabel (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1132035062,,
65,pub.1132035003,10.1007/978-3-030-30018-0_1064,,,"Modern Material Culture, Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7294-7304,Closed,Chapter,"Smith, Claire; Lowther, Jessica; Ralph, Jordan","Smith, Claire (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia); Lowther, Jessica (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia); Ralph, Jordan (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Smith, Claire (Flinders University)","Smith, Claire (Flinders University); Lowther, Jessica (Flinders University); Ralph, Jordan (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035003,,
65,pub.1132034582,10.1007/978-3-030-30018-0_1058,,,"Matveeva, Galina I.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6864-6866,Closed,Chapter,"Salugina, Natalia P.","Salugina, Natalia P. (Samara State Academy of Culture and Arts, Samara, Russia)","Salugina, Natalia P. (Samara State Institute of Culture)","Salugina, Natalia P. (Samara State Institute of Culture)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034582,,
65,pub.1132033583,10.1007/978-3-030-30018-0_3377,,,Hayashi Minao,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7222-7224,Closed,Chapter,"Uchida, Junko","Uchida, Junko (Institute of History and Philology, Academia Sinica, Taipei, Taiwan)","Uchida, Junko (Institute of History and Philology, Academia Sinica)","Uchida, Junko (Institute of History and Philology, Academia Sinica)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033583,,
65,pub.1132040070,10.1007/978-3-030-30018-0_621,,,Maritime Iconography,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6775-6780,Closed,Chapter,"Flatman, Joe","Flatman, Joe (English Heritage, London, UK)","Flatman, Joe (English Heritage)","Flatman, Joe (English Heritage)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040070,,
65,pub.1132039494,10.1007/978-3-030-30018-0_1394,,,Mexico: Historical Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7094-7107,Closed,Chapter,"Fournier, Patricia; Verónica, Velasquez S. H.","Fournier, Patricia (Posgrado en Arqueología, Escuela Nacional de AntropologÃ­a e Historia, México, DF, Mexico); Verónica, Velasquez S. H. (Instituto de Ciencias Sociales y Humanidades, Área AcadÃ©mica de Historia y Antropología, Universidad Autónoma del Estado de Hidalgo, Pachuca, Hidalgo, Mexico; Department of Archaeology, University of Sheffield, Sheffield, UK)","Fournier, Patricia (Posgrado en Arqueología, Escuela Nacional de AntropologÃ­a e Historia, México, DF, Mexico)","Fournier, Patricia (Posgrado en Arqueología, Escuela Nacional de AntropologÃ­a e Historia, México, DF, Mexico); Verónica, Velasquez S. H. (Universidad Autónoma del Estado de Hidalgo; University of Sheffield)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039494,,
65,pub.1132038978,10.1007/978-3-030-30018-0_3456,,,Maldivian Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6692-6699,Closed,Chapter,"Litster, Mirani","Litster, Mirani (Department of Archaeology and Natural History, College of Asia and the Pacific, The Australian National University, Canberra, ACT, Australia)","Litster, Mirani (Australian National University)","Litster, Mirani (Australian National University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1132038978,,
65,pub.1132038867,10.1007/978-3-030-30018-0_618,,,Maritime Landscapes,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6780-6782,Closed,Chapter,"Westerdahl, Christer","Westerdahl, Christer (Norwegian University of Science and Technology, Trondheim, Norway)","Westerdahl, Christer (Norwegian University of Science and Technology)","Westerdahl, Christer (Norwegian University of Science and Technology)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038867,,
65,pub.1132038571,10.1007/978-3-030-30018-0_1674,,,Monte Albán (Zapotec): Geography and Culture,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7364-7369,Closed,Chapter,"Licón, Ernesto González","Licón, Ernesto González (División de Posgrado, Escuela Nacional de Antropología e Historia, Mexico City, Mexico)","Licón, Ernesto González (National Institute of Anthropology and History)","Licón, Ernesto González (National Institute of Anthropology and History)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038571,,
65,pub.1132038568,10.1007/978-3-030-30018-0_2995,,,Museum Education and Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7525-7542,Closed,Chapter,"Simandiraki-Grimshaw, Anna","Simandiraki-Grimshaw, Anna (Department of Classics and Ancient History, University of Exeter, Exeter, UK; Bath Spa University, Bath, UK)","Simandiraki-Grimshaw, Anna (University of Exeter; Bath Spa University)","Simandiraki-Grimshaw, Anna (University of Exeter; Bath Spa University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038568,,
65,pub.1132037694,10.1007/978-3-030-30018-0_1977,,,Myanmar (Burma): Archaeological Heritage and Its Management,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7574-7580,Closed,Chapter,"Hudson, Bob","Hudson, Bob (Archaeology Department, University of Sydney, Sydney, NSW, Australia)","Hudson, Bob (The University of Sydney)","Hudson, Bob (The University of Sydney)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037694,,
65,pub.1132036757,10.1007/978-3-030-30018-0_1905,,,Mongolia: Paleolithic,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7357-7364,Closed,Chapter,"Zwyns, Nicolas; Gladyshev, S.; Tabarev, A.; Gunchinsuren, B.","Zwyns, Nicolas (TRACES, Université Toulouse Le Mirail, Toulouse, France; Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany); Gladyshev, S. (Institute of Archaeology and Ethnography, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russia); Tabarev, A. (Institute of Archaeology and Ethnography, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russia); Gunchinsuren, B. (Institute of Archaeology, Mongolian Academy of Sciences, Ulaanbaatar, Mongolia)","Zwyns, Nicolas (Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés; Max Planck Institute for Evolutionary Anthropology)","Zwyns, Nicolas (Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés; Max Planck Institute for Evolutionary Anthropology); Gladyshev, S. (Institute of Archaeology and Ethnography); Tabarev, A. (Institute of Archaeology and Ethnography); Gunchinsuren, B. (Institute of Archaeology)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036757,,
65,pub.1132036311,10.1007/978-3-030-30018-0_2598,,,"Murra, John",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7499-7503,Closed,Chapter,"Chicoine, David","Chicoine, David (Department of Geography and Anthropology, Louisiana State University, Baton Rouge, LA, USA)","Chicoine, David (Louisiana State University)","Chicoine, David (Louisiana State University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036311,,
65,pub.1132036297,10.1007/978-3-030-30018-0_3469,,,"Middle East, Historical Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7167-7173,Closed,Chapter,"Brooks, Alasdair","Brooks, Alasdair (The Grand Egyptian Museum (GEM) Project, Hill International, Giza, Egypt)","Brooks, Alasdair (Grand Egyptian Museum)","Brooks, Alasdair (Grand Egyptian Museum)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036297,,
65,pub.1132036261,10.1007/978-3-030-30018-0_1952,,,Mundo Maya,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7495-7499,Closed,Chapter,"Christian Wells, E.; Goodwin, Whitney A.","Christian Wells, E. (Department of Anthropology, University of South Florida, Tampa, FL, USA); Goodwin, Whitney A. (Department of Anthropology, Southern Methodist University, Dallas, TX, USA)","Christian Wells, E. (University of South Florida)","Christian Wells, E. (University of South Florida); Goodwin, Whitney A. (Southern Methodist University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036261,,
65,pub.1132036154,10.1007/978-3-030-30018-0_1294,,,"Marcus, Joyce",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6745-6748,Closed,Chapter,"Sharer, Robert J.","Sharer, Robert J. (Department of Anthropology, University of Pennsylvania, Philadelphia, PA, USA)","Sharer, Robert J. (University of Pennsylvania)","Sharer, Robert J. (University of Pennsylvania)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036154,,
65,pub.1132035805,10.1007/978-3-030-30018-0_2041,,,Maya Geography and Culture: Ancient and Contemporary,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,6876-6881,Closed,Chapter,"Reyes-Foster, Beatriz M.","Reyes-Foster, Beatriz M. (Department of Anthropology, University of Central Florida, Orlando, FL, USA)","Reyes-Foster, Beatriz M. (University of Central Florida)","Reyes-Foster, Beatriz M. (University of Central Florida)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035805,,
65,pub.1132035624,10.1007/978-3-030-30018-0_3288,,,Monasticism in Southern Italy (Fourth to Eleventh Century),,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7342-7352,Closed,Chapter,"Luca, Bozzarello","Luca, Bozzarello (Department of Humanities, University of Calabria, Arcavacata di Rende, Cosenza, Italy)","Luca, Bozzarello (University of Calabria)","Luca, Bozzarello (University of Calabria)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035624,,
65,pub.1132035528,10.1007/978-3-030-30018-0_2611,,,"Mostny, Grete",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7416-7418,Closed,Chapter,"Troncoso, Andrés","Troncoso, Andrés (Departamento de Antropología, Universidad de Chile, Santiago, Chile)","Troncoso, Andrés (University of Chile)","Troncoso, Andrés (University of Chile)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035528,,
65,pub.1132035192,10.1007/978-3-030-30018-0_1951,,,Mexico’s Heritage and Management,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,7116-7122,Closed,Chapter,"López Varela, Sandra L.","López Varela, Sandra L. (Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México, Ciudad de México, Mexico)","López Varela, Sandra L. (National Autonomous University of Mexico)","López Varela, Sandra L. (National Autonomous University of Mexico)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035192,,
